,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.763510101010101,0.9574116450546657,0.8489789380525018,0.7527444634811854,0.7370400467908094,72.66666666666667,3.0,22.333333333333332,4.333333333333333
std,0.08379758575903574,0.05264585603973739,0.0707935291065203,0.1023968019905356,0.2067949909183319,10.066445913694334,3.605551275463989,7.371114795831994,2.8867513459481287
