epoch,train_loss,train_acc,train_prec,train_rec,train_f1,train_auc,val_acc,val_prec,val_rec,val_f1,val_auc
1,0.5593156504877503,0.7185820235422195,0.7162279937249434,0.6209762732356052,0.6652096486967783,0.7800356716947197,0.7427951657886582,0.8948035487959443,0.4858912594631796,0.6297948260481713,0.839038268605715
2,0.481456194514808,0.7772334490031979,0.7836416086882743,0.6978993501586822,0.7382893685051959,0.8454308827248147,0.7995041834521227,0.7651315789473684,0.8004129387474191,0.7823747056844937,0.8790961203776193
3,0.4136111283101247,0.8149282166428523,0.8185384992643453,0.7566873205380081,0.7863986178734098,0.8903042362381923,0.810040285094515,0.7709677419354839,0.8224363386097728,0.7958707958707959,0.8993287223650327
4,0.3406090540071631,0.8565693678982105,0.8565554325478412,0.818497808674626,0.8370942812982999,0.9270194009728916,0.8289432909823365,0.8457405986185725,0.7584308327598073,0.7997097242380261,0.9125688328234318
5,0.26979633792424096,0.8893651765666463,0.8898609592251211,0.8608130572767115,0.8750960208941466,0.95455063802058,0.8149984505732879,0.913926499032882,0.6503785271851342,0.7599517490952955,0.9210351634180651
6,0.2025308836139009,0.9210723276859223,0.9203512555846557,0.9028260541030678,0.911504424778761,0.9738183844642587,0.8289432909823365,0.7806853582554517,0.8623537508602891,0.8194898626553303,0.9173883913157167
7,0.15459473991829403,0.9427093964754711,0.9405034324942791,0.9316910986852047,0.9360765259641665,0.9844880872400372,0.8559033157731639,0.8569364161849711,0.8162422573984859,0.8360944659851957,0.9267613715277104
8,0.11216664739407628,0.9596516295842689,0.9555353901996371,0.9548133595284872,0.9551742384156021,0.9916257928498001,0.8472265261853115,0.8545051698670606,0.7962835512732278,0.8243676522978268,0.9253210905245222
9,0.08343452437821587,0.9689052187521263,0.9679428745062291,0.9628230315853106,0.9653761648609743,0.995322541548397,0.8555934304307407,0.8583877995642701,0.8134893324156917,0.8353356890459364,0.923960922121242
