,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7762776277627763,0.7751004016064257,0.728651211117605,0.632970297029703,0.5539290576838026,59.333333333333336,18.666666666666668,18.333333333333332,4.333333333333333
std,0.048751259607273834,0.38953753101950656,0.22885894873270632,0.2163892361904002,0.013038382819763212,28.112867753634337,32.331615074619044,11.239810200058244,6.658328118479393
