,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7451170568561873,0.8980771816592711,0.8037839270362687,0.6920875420875422,0.5831580582321364,62.333333333333336,7.333333333333333,23.333333333333332,6.666666666666667
std,0.12775246878567864,0.10863763835445675,0.033983903846827805,0.07262705871448973,0.23042484463061702,5.131601439446884,8.082903768654761,14.153915830374762,10.692676621563626
