,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7013662808223308,0.9949494949494949,0.8226333602855597,0.6989905498281787,0.4258316034435438,67.33333333333333,0.3333333333333333,28.666666666666668,0.0
std,0.02429495361284131,0.008747731351358022,0.01859434803045149,0.02700832163329657,0.07523901260477206,2.5166114784235836,0.5773502691896258,2.3094010767585034,0.0
