,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7620446033367382,1.0,0.8643376778911694,0.7620446033367382,0.6880203958654674,67.33333333333333,0.0,21.0,0.0
std,0.050704807076047596,0.0,0.032176914025670425,0.050704807076047596,0.034221783233278465,4.932882862316247,0.0,4.358898943540674,0.0
