,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7975256769374418,0.8140246267825076,0.805246194135083,0.6987458745874587,0.5805671897436214,63.666666666666664,14.333333333333334,16.0,6.666666666666667
std,0.026050545665992863,0.06481557027545247,0.04341237041696333,0.03923857853965278,0.033782828060201775,8.504900548115382,4.163331998932265,1.0,4.725815626252608
