,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.6901722391084094,0.8763984674329502,0.7667244272260877,0.6453900709219859,0.5348042039965816,56.0,8.0,25.333333333333332,4.666666666666667
std,0.09541668783855546,0.1138352025534264,0.061465354784394396,0.06049192237316305,0.04681297585124384,9.848857801796104,7.0,9.504384952922168,5.686240703077327
