,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.6958359255111776,0.942857142857143,0.7955479452054793,0.6711378353376504,0.7138528138528139,30.0,2.0,13.333333333333334,1.3333333333333333
std,0.07067818181680557,0.09897433186107868,0.028952031299108012,0.03682020176089059,0.07363507841222224,2.6457513110645907,3.4641016151377544,4.041451884327381,1.5275252316519465
