,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.6950378787878787,0.8888888888888888,0.7711459123080662,0.652121212121212,0.6585625053559115,60.666666666666664,7.666666666666667,27.0,4.333333333333333
std,0.051123777912475105,0.1924500897298753,0.07631707616032464,0.0713177810599629,0.1670809687309001,13.650396819628845,13.279056191361391,9.0,7.505553499465135
