,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7394923958231452,0.9538576956487405,0.8330999066293184,0.7235228539576365,0.5699265987112468,63.666666666666664,3.0,22.333333333333332,2.6666666666666665
std,0.02148422457792531,0.032561185263561776,0.025971277898423743,0.029136526657088633,0.037120969431930925,5.507570547286102,2.0,0.5773502691896258,2.5166114784235836
