,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7175075563822367,0.8448936205413276,0.7697894708535976,0.6556902356902357,0.5743743808193494,57.666666666666664,11.0,23.333333333333332,7.666666666666667
std,0.050422435401352786,0.12815621904164848,0.03577973971644227,0.044496793473907524,0.1353715915347037,5.8594652770823155,9.643650760992955,7.637626158259733,5.8594652770823155
