,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.6794783802333563,0.9942528735632185,0.8045942273265397,0.6773049645390071,0.5471200934018924,63.666666666666664,0.3333333333333333,30.0,0.0
std,0.10279729964325808,0.009954314986027987,0.07232182260710948,0.10495495451736694,0.09009433437837189,9.865765724632494,0.5773502691896258,9.539392014169456,0.0
