epoch,train_acc,train_prec,train_rec,train_f1,train_auc,val_acc,val_prec,val_rec,val_f1,val_auc
1,0.6529069767441861,0.6947179946284691,0.751937984496124,0.7221963704048394,0.681843789435731,0.6522911051212938,0.6037735849056604,0.7398843930635838,0.6649350649350649,0.7403222981257664
2,0.6784883720930233,0.7140303842716711,0.7742248062015504,0.7429102742910274,0.7258371642329187,0.6765498652291105,0.6188340807174888,0.7976878612716763,0.696969696969697,0.769632743621183
3,0.711046511627907,0.7451879010082493,0.7877906976744186,0.765897315120113,0.7783824589868398,0.7035040431266847,0.647887323943662,0.7976878612716763,0.7150259067357513,0.7817189233374204
4,0.7343023255813953,0.7679403541472507,0.7984496124031008,0.7828978622327791,0.8055959302325582,0.6226415094339622,0.5567010309278351,0.9364161849710982,0.6982758620689655,0.7842295790272669
5,0.7575581395348837,0.7823691460055097,0.8255813953488372,0.8033946251768034,0.8326234901748695,0.6415094339622641,0.5787401574803149,0.8497109826589595,0.6885245901639344,0.7728148537397093
6,0.7866279069767442,0.8151658767772512,0.8333333333333334,0.8241494968854816,0.8656213381106905,0.7142857142857143,0.7161290322580646,0.6416184971098265,0.676829268292683,0.7739534069013837
7,0.8372093023255814,0.8567362428842504,0.875,0.8657718120805369,0.9099231566612584,0.6522911051212938,0.5859375,0.8670520231213873,0.6993006993006993,0.7693116132422491
8,0.8732558139534884,0.8883587786259542,0.9021317829457365,0.8951923076923077,0.9458984022895258,0.6765498652291105,0.6244131455399061,0.7687861271676301,0.689119170984456,0.74791265253693
