epoch,train_acc,train_prec,train_rec,train_f1,train_auc,val_acc,val_prec,val_rec,val_f1,val_auc
1,0.666860465116279,0.7162408759124088,0.7497612225405922,0.7326178254783015,0.7116675252720928,0.6675675675675675,0.7055837563451777,0.6813725490196079,0.6932668329177057,0.7350283486888732
2,0.6959302325581396,0.7343470483005367,0.7841451766953199,0.7584295612009238,0.754187652828218,0.6810810810810811,0.6592592592592592,0.8725490196078431,0.7510548523206751,0.7336995038979448
3,0.7098837209302326,0.7455197132616488,0.7946513849092646,0.7693018955154878,0.7697944030279679,0.654054054054054,0.6743119266055045,0.7205882352941176,0.6966824644549763,0.6854476730451217
4,0.7383720930232558,0.7701357466063349,0.8127984718242598,0.7908921933085502,0.7992835966626505,0.6405405405405405,0.75177304964539,0.5196078431372549,0.6144927536231884,0.7249881880463028
5,0.763953488372093,0.798695246971109,0.8185291308500477,0.8084905660377358,0.8358871522825422,0.6621621621621622,0.6695278969957081,0.7647058823529411,0.7139588100686499,0.7133829435388612
6,0.7784883720930232,0.8032786885245902,0.8424068767908309,0.8223776223776224,0.8476833974094242,0.6810810810810811,0.7287234042553191,0.6715686274509803,0.6989795918367347,0.7308941648948736
7,0.7965116279069767,0.8260056127221702,0.8433619866284623,0.834593572778828,0.8805218617971675,0.6648648648648648,0.6680672268907563,0.7794117647058824,0.7194570135746606,0.726553271911174
