,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7077128718938628,0.8307705026455027,0.743368858080582,0.6425120772946861,0.5309724016797222,52.0,10.666666666666666,22.333333333333332,7.333333333333333
std,0.04118752966847413,0.2796915734538233,0.12191868682033188,0.08943723952451023,0.07730151201817674,17.349351572897472,17.616280348965084,10.263202878893768,9.29157324317757
