,precision,recall,f1_score,accuracy,auc,tn,fp,fn,tp
mean,0.7246335697399527,0.9736842105263158,0.829590017825312,0.7222222222222222,0.7151221030972493,36.333333333333336,1.0,14.0,2.6666666666666665
std,0.060417096160291416,0.02631578947368418,0.03665085271605268,0.06676946806414795,0.06694917005393514,0.5773502691896258,1.0,4.0,3.0550504633038935
